ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,DISTRICT_CATEGORY
B08C05B8DC,서울 성동구 뚝섬로 389.,한촌*********,한식-국밥/설렁탕14,서울 성동구,한식-국밥/설렁탕,성수,20141230,,성수
FB073006C3,서울 성동구 뚝섬로 392.,또래**,치킨15,서울 성동구,치킨,성수,20160127,,성수
B8DFA92D86,서울 성동구 뚝섬로 392.,규리******,,서울 성동구,호프/맥주,성수,20180618,,성수
4CE4BD3DBE,서울 성동구 뚝섬로 426.,홍정*,,서울 성동구,중식당,,20150210,,성수
5AF3D76D12,서울 성동구 뚝섬로 447.,스*,,서울 성동구,한식-단품요리일반,,20150427,,성수
5B4244B007,서울 성동구 마장로 137.,웃긴****,,서울 성동구,분식,,20210312,,마장동
D5D2A1D534,서울 성동구 마장로 137.,낀부**********,치킨8,서울 성동구,치킨,,20140811,,마장동
1777C724B3,서울 성동구 마장로 137.,고고***,,서울 성동구,치킨,,20150818,,마장동
0B68902965,서울 성동구 마장로 137.,서오***,,서울 성동구,피자,,20200901,,마장동
D218E37580,서울 성동구 마장로 137.,본도*******,도시락2,서울 성동구,도시락,,20211230,,마장동
C02F2D3CAA,서울 성동구 마장로 137.,안수*,,서울 성동구,일식당,,20210709,,마장동
582A075088,서울 성동구 마장로 137.,고(********,,서울 성동구,축산물,,20230512,,마장동
3D65A21626,서울 성동구 마장로 137.,컴포***********,커피전문점11,서울 성동구,커피전문점,,20240119,,마장동
E508B2FACD,서울 성동구 마장로 137.,유림****,,서울 성동구,한식-국수/만두,,20141024,,마장동
4ED49525EB,서울 성동구 마장로 137.,누들************,,서울 성동구,한식-육류/고기,,20150402,,마장동
8ED47EF2DD,서울 성동구 마장로 137.,나마*****,,서울 성동구,한식-해물/생선,,20190722,,마장동
A0FFF7EBFF,서울 성동구 마장로 185.,태평***,,서울 성동구,일식당,,20141229,,마장동
40F6DE923B,서울 성동구 마장로 223.,야미*,,서울 성동구,치킨,왕십리,20151007,,마장동
57B4E2F996,서울 성동구 마장로 228.,장충********,,서울 성동구,한식-육류/고기,왕십리,20151123,20250811.0,마장동
4C021A3A21,서울 성동구 마장로 228.,대게******,,서울 성동구,한식-해물/생선,왕십리,20151130,,마장동
64AC3356A0,서울 성동구 마장로 231.,목포**,,서울 성동구,백반/가정식,왕십리,20110413,,마장동
AA2334143C,서울 성동구 마장로 244.,잼(******,,서울 성동구,한식-찌개/전골,왕십리,20181211,,마장동
93DD2BDC37,서울 성동구 마장로 274.,우리******,,서울 성동구,한식-해물/생선,,20080319,,마장동
475ED601EB,서울 성동구 마장로 280.,지에************,커피전문점10,서울 성동구,커피전문점,,20130905,,마장동
58ABFB3565,서울 성동구 마장로 283.,김밥**,분식4,서울 성동구,분식,,20081226,,마장동
CC80B4E678,서울 성동구 마장로 283.,하은***,,서울 성동구,분식,,20101026,,마장동
8884E46F9D,서울 성동구 마장로 284.,대성*,,서울 성동구,중식당,,20130628,,마장동
CF178591B8,서울 성동구 마장로 285.,조개****,,서울 성동구,한식-찌개/전골,,20070601,,마장동
B170208380,서울 성동구 마장로 299.,피자******,피자8,서울 성동구,피자,,20130611,,마장동
6C51945707,서울 성동구 마장로 327.,군산**,,서울 성동구,백반/가정식,,20160802,,마장동
2BB4EF9F37,서울 성동구 마장로 328.,별바*,,서울 성동구,일식당,,20031001,,마장동
BE7D01F20E,서울 성동구 마조로 15-2,구이**,,서울 성동구,한식-육류/고기,한양대,20061030,,한양대
48731DE9B9,서울 성동구 마조로 17 .,우리******,,서울 성동구,치킨,한양대,20120201,20250707.0,한양대
51DB10788F,서울 성동구 마조로 35 .,버거*,,서울 성동구,햄버거,한양대,20160901,,한양대
8580604818,서울 성동구 마조로3길 6,알촌*****,분식13,서울 성동구,분식,한양대,20150227,,한양대
7E6F88E6D1,서울 성동구 마조로3길 8,이모****,,서울 성동구,한식-단품요리일반,한양대,20050831,,한양대
56B02A07FC,서울 성동구 마조로5길 3,황소**,,서울 성동구,한식-육류/고기,한양대,20010129,,한양대
C74C8A6CB8,서울 성동구 마조로5길 5,청년*************,,서울 성동구,한식-단품요리일반,한양대,20100330,,한양대
1E4D38A262,서울 성동구 마조로5길 7,김종******,,서울 성동구,치킨,한양대,20081128,,한양대
3B5C32604B,서울 성동구 마조로7길 6,싱싱*****,한식-해물/생선5,서울 성동구,한식-해물/생선,한양대,20080417,,한양대
D511E3D8B1,서울 성동구 무수막길 3.,참나******,,서울 성동구,한식-육류/고기,금남시장,20010905,,금남시장
6D023B142B,서울 성동구 무수막길 94,착한******,,서울 성동구,축산물,신금호,20150612,,신금호
6402B38CAE,서울 성동구 무수막길 95,우리**,,서울 성동구,축산물,신금호,20070420,,신금호
45653EE08D,서울 성동구 무학로 10-1,케이****,,서울 성동구,베이커리,,20200925,,왕십리
F5B18447D1,서울 성동구 무학로6길 5,고향**,,서울 성동구,백반/가정식,,20081208,,왕십리
6F2F34ACCC,서울 성동구 무학봉길 83,여수****,,서울 성동구,한식-단품요리일반,왕십리,20011024,,왕십리
ECD810DC58,서울 성동구 무학봉길 88,토상**,,서울 성동구,일식당,왕십리,20000925,,왕십리
E73D1C3E58,서울 성동구 사근동8길 8,다시***,,서울 성동구,치킨,한양대,20100316,,한양대
19AB11C6B4,서울 성동구 사근동길 4.,피자*******,피자10,서울 성동구,피자,한양대,20170628,,한양대
97FAE8D665,서울 성동구 사근동길 4.,우리**,,서울 성동구,한식-육류/고기,한양대,20091204,,한양대
1184FDF48F,서울 성동구 사근동길 55,사*,,서울 성동구,축산물,한양대,20061002,,한양대
2F5708B372,서울 성동구 사근동길 58,우리**,,서울 성동구,식료품,한양대,20060102,,한양대
5106B234F1,서울 성동구 사근동길 6.,투고***,백반/가정식22,서울 성동구,백반/가정식,한양대,20160504,,한양대
2BBA95E499,서울 성동구 살곶이길 40,고깃****,,서울 성동구,한식-육류/고기,마장동,20140612,,마장동
9EE29A7918,서울 성동구 상원12길 12,강북**,,서울 성동구,수산물,뚝섬,20140225,,뚝섬
3593B2D487,서울 성동구 상원1길 13.,스테************,,서울 성동구,카페,뚝섬,20230126,,뚝섬
5B875E9A9E,서울 성동구 상원1길 26.,대성**,,서울 성동구,한식-육류/고기,뚝섬,20240207,,뚝섬
20A41DB343,서울 성동구 상원1길 33.,야끼****,,서울 성동구,일식당,뚝섬,20190531,,뚝섬
AA062AE1FC,서울 성동구 상원6길 6-1,호타*,,서울 성동구,일식-덮밥/돈가스,뚝섬,20100517,,뚝섬
561E2A96EF,서울 성동구 성덕정길 25,영구********,피자5,서울 성동구,피자,,20010723,,송정동
A54A81ABB2,서울 성동구 성덕정길 37,얼큰****,,서울 성동구,한식-냉면,성수,20060612,,송정동
F43CAD08EC,서울 성동구 성덕정길 46,백두**,한식-단품요리일반6,서울 성동구,한식-단품요리일반,성수,20031009,,송정동
F0892BD2A8,서울 성동구 성덕정길 75,옛날*****,,서울 성동구,한식-단품요리일반,성수,20101209,,송정동
426E9843AA,서울 성동구 성덕정길 78,피자****,피자8,서울 성동구,피자,성수,20060906,,송정동
90B44E35DE,서울 성동구 성덕정길 90,싱싱**,,서울 성동구,한식-해물/생선,성수,20050928,,송정동
8960400ECA,서울 성동구 성덕정길 91,떡마*,,서울 성동구,베이커리,성수,20070712,,송정동
1112ACEF8D,서울 성동구 성덕정길 99,신화***,,서울 성동구,건강원,성수,20030716,,송정동
5F35F67E3F,서울 성동구 성수일로 59,장흥**,,서울 성동구,백반/가정식,뚝섬,20081009,,성수
6A690D39D5,서울 성동구 아차산로 87,삼천*,,서울 성동구,한식-해물/생선,성수,20000609,,건대입구
C83F9C3B91,서울 성동구 아차산로 87,다도**,,서울 성동구,한식-단품요리일반,성수,20000318,,건대입구
0B20C4C788,서울 성동구 아차산로 93,펀비**,치킨36,서울 성동구,치킨,성수,20061211,,건대입구
77F053DC44,서울 성동구 아차산로 96,행*,,서울 성동구,호프/맥주,성수,20011012,,건대입구
D3E9691832,서울 성동구 연무장길 17,외가*,,서울 성동구,한식-육류/고기,성수,20030711,,성수
170B8F1903,서울 성동구 왕십리로 78,승리*,,서울 성동구,중식당,뚝섬,20160830,,뚝섬
7DF4881E0F,서울 성동구 용답19길 5.,조개****,,서울 성동구,한식-해물/생선,답십리,20080701,,용답
D6F7A9FA64,서울 성동구 용답19길 9.,애솔*****,,서울 성동구,한식-육류/고기,답십리,20000727,,용답
8BB9732BBC,서울 성동구 용답29길 13,한길**,,서울 성동구,식료품,답십리,20090417,,답십리
242ECF834A,서울 성동구 용답동 14-2,동수******,,서울 성동구,한식-육류/고기,답십리,20161213,,답십리
937948A121,서울 성동구 용답동 47-1,소문*******,,서울 성동구,백반/가정식,답십리,20131209,,답십리
DA72A54F82,서울 성동구 장터길 25-1,명가****,,서울 성동구,분식,금남시장,20130212,,금남시장
A61BA685E8,서울 성동구 장터길 38-1,박재*****,,서울 성동구,한식-해물/생선,금남시장,20050708,,금남시장
8985D82F2F,서울 성동구 장터길 39-1,경북**,,서울 성동구,미곡상,금남시장,19990806,,금남시장
E12C68864A,서울 성동구 장터길 43-3,짱구*****,,서울 성동구,한식-국밥/설렁탕,금남시장,20100618,,금남시장
F147CC2C63,서울 성동구 한림말길 17,옥수*****,,서울 성동구,백반/가정식,옥수,20150724,,옥수
5AE55ECD0E,서울 성동구 행당동 17-7,카페********,아이스크림/빙수6,서울 성동구,아이스크림/빙수,한양대,20130329,,한양대
3BB8C1A3AD,서울 성동구 행당로 109.,행당**,한식-육류/고기31,서울 성동구,한식-육류/고기,행당,20140806,,행당
8234005757,서울 성동구 행당로 129.,폰아*************,,서울 성동구,담배,왕십리,20150121,,행당
107D13BB20,서울 성동구 행당로 129.,곽선****,,서울 성동구,분식,왕십리,20220808,,행당
DAD6A93B87,서울 성동구 행당로 129.,봉구************,햄버거3,서울 성동구,햄버거,왕십리,20131031,,행당
382A324F7A,서울 성동구 행당로 87 .,낙원**,,서울 성동구,떡/한과 제조,행당,20160516,,행당
0E33FFCD65,서울 성동구 행당로 89 .,이영******,,서울 성동구,분식,행당,20210617,,행당
103335BDCE,서울  성동구  마조로  17,원조****,,서울 성동구,한식-냉면,한양대,20120417,,한양대
58B096EF00,서울  성동구  마조로  55,신선***,,서울 성동구,축산물,,20120405,,한양대
C45BC175C8,서울  성동구  매봉길  12,이디***,커피전문점6,서울 성동구,커피전문점,옥수,20120808,,옥수
B7A05D56C7,서울  성동구  상원길  49,뚝섬**,,서울 성동구,한식-육류/고기,뚝섬,20120522,,뚝섬
424AAC4582,서울  성동구  상원길  64,한우***,,서울 성동구,축산물,뚝섬,20120514,,뚝섬
6F97F23CDB,서울  성동구  성수1가1동,한*,,서울 성동구,양식,성수,20020425,,성수
314D411B19,서울  성동구  성수1가1동,비어**,,서울 성동구,치킨,성수,20030507,,성수
BBE10BA891,서울  성동구  성수1가1동,초원**,,서울 성동구,백반/가정식,,20071120,,성수
C9EC8F7695,서울  성동구  성수1가1동,장원**,,서울 성동구,백반/가정식,성수,20090304,,성수
B2A570260C,서울  성동구  성수1가2동,청록***,,서울 성동구,식품 제조,뚝섬,19981111,,뚝섬
00BC189C4B,서울  성동구  성수1가2동,땅끝******,,서울 성동구,한식-해물/생선,뚝섬,20030221,,뚝섬
A7CC40BE1E,서울  성동구  성수1가2동,죽변*,,서울 성동구,한식-해물/생선,뚝섬,20040715,,뚝섬
811AC91E1F,서울  성동구  성수2가1동,김밥**,,서울 성동구,분식,성수,20080220,,성수
B3116E5135,서울  성동구  성수2가1동,장미***,,서울 성동구,치킨,성수,20100305,,성수
E5E8F3F456,서울  성동구  성수2가1동,뚝섬***,,서울 성동구,건강원,성수,20040823,,성수
91988A5415,서울  성동구  성수2가1동,파리***,베이커리10,서울 성동구,베이커리,성수,20011217,,성수
87EDAB1CB3,서울  성동구  성수2가1동,머니**,,서울 성동구,호프/맥주,성수,20000705,,성수
B3517137A0,서울  성동구  성수2가1동,명원***,,서울 성동구,한식-육류/고기,,20100506,,성수
995EDF27A3,서울  성동구  성수2가3동,파리*********,베이커리10,서울 성동구,베이커리,성수,20030624,,성수
8219FA9E99,서울  성동구  성수2가3동,동맛******,,서울 성동구,한식-국수/만두,성수,20071220,,성수
A117CDA53E,서울  성동구  성수2가3동,옛골***,,서울 성동구,한식-단품요리일반,성수,19900228,,성수
0B4FFAC06D,서울  성동구  장터5길  1,금호**,,서울 성동구,한식-육류/고기,금남시장,20120531,,금남시장
14FE0A442F,서울  성동구  하왕십리동,엘림****,,서울 성동구,떡/한과 제조,,20090224,,왕십리
C76DAFE8C1,서울  성동구  행당로  98,더리*,,서울 성동구,카페,행당,20120720,,행당
F7C857EF14,서울 성동구 고산자로 263,거창**,,서울 성동구,한식-육류/고기,왕십리,20020531,,왕십리
EAC2034A91,서울 성동구 고산자로 287,왕십******,,서울 성동구,한식-육류/고기,왕십리,20100901,,왕십리
AA315D04DD,서울 성동구 고산자로 344,서울**,,서울 성동구,식료품,마장동,20030807,,왕십리
4080EC9ECB,서울 성동구 고산자로 346,미성****,,서울 성동구,한식-육류/고기,마장동,20021008,,왕십리
B977CB2FBC,서울 성동구 광나루로 287,싸리*,,서울 성동구,한식-육류/고기,,20021227,,뚝섬
88714937FD,서울 성동구 광나루로 289,닭한*****,,서울 성동구,한식-국수/만두,,20010726,,뚝섬
D7B0E38FA8,서울 성동구 광나루로 290,진지****,한식-육류/고기24,서울 성동구,한식-육류/고기,,20070627,,뚝섬
9070B8640F,서울 성동구 광나루로 290,완산***,한식-국밥/설렁탕8,서울 성동구,한식-국밥/설렁탕,,20080226,,뚝섬
F1039455F0,서울 성동구 금호로 127 .,목포**,,서울 성동구,한식-육류/고기,신금호,20160622,,신금호
870775BC01,서울 성동구 금호로 127 .,육장*******,한식-육류/고기20,서울 성동구,한식-육류/고기,신금호,20160707,,신금호
68B6CAE65F,서울 성동구 금호로 62-1.,더 **,,서울 성동구,식료품,금남시장,20180801,,신금호
A149A462C3,서울 성동구 금호로 62-1.,요거**********,,서울 성동구,아이스크림/빙수,금남시장,20240426,,신금호
DC17B81D3E,서울 성동구 금호로11길 1,튜니**,,서울 성동구,호프/맥주,신금호,20110131,,신금호
BA01E62E84,서울 성동구 금호로11길 4,해물**,,서울 성동구,한식-해물/생선,신금호,20090918,20250117.0,신금호
31DE46AC2D,서울 성동구 금호산2길 19,맛있*****,,서울 성동구,떡/한과 제조,금남시장,20111010,,금남시장
F717FD0621,서울 성동구 금호산2길 5.,유쾌**,,서울 성동구,포장마차,금남시장,20150313,,금남시장
C8E1C54769,서울 성동구 금호산길 55.,막퍼*******,,서울 성동구,한식-국수/만두,신금호,20151221,,신금호
F6F4BCEF5D,서울 성동구 금호산길 56.,코끼******,,서울 성동구,한식-냉면,신금호,20140327,,신금호
F2A06B9694,서울 성동구 금호산길 64.,이디*************,커피전문점6,서울 성동구,커피전문점,신금호,20140603,,신금호
F7AD65B492,서울 성동구 금호산길 65.,파리*********,베이커리10,서울 성동구,베이커리,신금호,20150203,,신금호
